arg_id,prev_arg_id,arg,error
Depth5_1592,Depth4_1125,there should be no minimum earning threshold. Everyone should payback a percentage from the day they begin working. Over time it would all be paid back,
Depth5_1593,Depth4_1142,We should restore maintenance grants for the poorest. It's the accommodation and other living costs that determines some not the tuition fee,
Depth5_1594,Depth4_1142,Nobody should be made to take out a huge loan to be able to get started in a career they wish to follow. Should we be teaching people that in order to get on in life you need to take out a massive loan to get there?,
Depth5_1595,Depth4_1142,The stress of having this amount of debt hanging on their backs is unnecessary ,
Depth5_1596,Depth4_1142,The pressure on relying on a student loan to survive can affect a student negatively and set them up to rely on borrowing in the future.,
Depth5_1597,Depth4_1142,It's encouraging more debt... if they are bad at managing money then it will spiral out of control,
Depth5_1598,Depth4_35,"This assumes that the person is going to be able to pay back the loan, which is not always the case. People from low income families who take out loans could easily end up defaulting on them if they can't find steady employment adter studying.",y
Depth5_1599,Depth4_35,Yes but the problem is that loans do not always cover all of the student's costs. For example for some they do not cover rent whereas for some people they have money left over which is not fair.,
Depth5_1600,Depth4_35,"But there is no guarantee that in the future, this won’t change. ",
Depth5_1601,Depth4_35,"Having a large loan to pay back will put young people off going to university, as they will see paying it back as a shadow over their adult life.",
Depth5_1602,Depth4_35,"The loan is however significantly higher than the minimum payment required to clear it. In most cases students either never fully repay there loan, or spend 20 years chipping away at it. ",
Depth5_1603,Depth4_79,"If the job market is extremely competitive, some people with degrees are still going to fall through the cracks and find it difficult to pay back their loans.",
Depth5_1604,Depth4_79,Therefore every body should have a chance at this opportunity so fees should be scrapped otherwise the same people will have this advantage for most jobs.,
Depth5_1605,Depth4_79,It doesn’t give you an advantage for MOST jobs as the post grad market Is overcrowded. People end up being over qualified for the jobs available.,
Depth5_1606,Depth4_79,"A lot of jobs will see a graduate as being overqualified and likely to leave for a better job after a short time, or because they are bored, and are therefore not worth taking on and training.",
